SCHOOL_TYPE,SPORT_CODE,NCAA_DIVISION,NCAA_SUBDIVISION,NCAA_CONFERENCE,FOURYEAR_ELIGIBILITY,FOURYEAR_RETENTION
0.0,32.0,1.0,1.0,Big West Conference,1.0,0.9784
0.0,33.0,1.0,1.0,Big West Conference,0.9839,0.9836
0.0,34.0,1.0,1.0,Big West Conference,0.9771,0.9771
0.0,35.0,1.0,1.0,Big West Conference,0.9771,0.9771
0.0,36.0,1.0,1.0,Big West Conference,0.957,0.9556
0.0,37.0,1.0,1.0,Big West Conference,0.9893,0.9775
0.0,4.0,1.0,1.0,Mountain West Conference,0.9841,0.9692
0.0,2.0,1.0,1.0,Mountain West Conference,0.9709,0.93
0.0,3.0,1.0,1.0,Mountain West Conference,0.9273,0.963
0.0,6.0,1.0,1.0,Mountain West Conference,0.9429,0.9571
0.0,13.0,1.0,1.0,Mountain West Conference,0.9508,1.0
0.0,14.0,1.0,1.0,Mountain West Conference,0.9415,0.9527
0.0,15.0,1.0,1.0,Mountain West Conference,0.9429,0.9538
0.0,18.0,1.0,1.0,Mountain West Conference,0.9506,0.975
0.0,19.0,1.0,1.0,Mountain West Conference,0.9741,0.973
0.0,21.0,1.0,1.0,Mountain West Conference,0.9706,0.9482
0.0,25.0,1.0,1.0,Mountain West Conference,1.0,1.0
0.0,26.0,1.0,1.0,Mountain West Conference,0.9697,0.9794
0.0,31.0,1.0,1.0,Mountain West Conference,0.9919,0.996
0.0,29.0,1.0,1.0,Mountain West Conference,0.9739,0.9934
0.0,32.0,1.0,1.0,Mountain West Conference,0.991,0.9954
0.0,33.0,1.0,1.0,Mountain West Conference,1.0,1.0
0.0,34.0,1.0,1.0,Mountain West Conference,0.966,0.9555
0.0,35.0,1.0,1.0,Mountain West Conference,0.9756,0.972
0.0,36.0,1.0,1.0,Mountain West Conference,1.0,0.9783
0.0,4.0,1.0,2.0,Big Sky Conference,0.9488,0.9464
0.0,2.0,1.0,2.0,Big Sky Conference,0.9579,0.9255
0.0,3.0,1.0,2.0,Big Sky Conference,0.963,0.9811
0.0,13.0,1.0,2.0,Big Sky Conference,0.9688,0.9032
0.0,14.0,1.0,2.0,Big Sky Conference,0.9623,0.9667
0.0,15.0,1.0,2.0,Big Sky Conference,0.9636,0.9679
0.0,19.0,1.0,2.0,Big Sky Conference,0.9909,0.9722
0.0,21.0,1.0,2.0,Big Sky Conference,0.9597,0.9728
0.0,25.0,1.0,2.0,Big Sky Conference,1.0,0.9836
0.0,31.0,1.0,2.0,Big Sky Conference,0.9946,0.9611
0.0,29.0,1.0,2.0,Big Sky Conference,0.985,0.9771
0.0,33.0,1.0,2.0,Big Sky Conference,1.0,0.9815
0.0,34.0,1.0,2.0,Big Sky Conference,0.973,0.9759
0.0,35.0,1.0,2.0,Big Sky Conference,0.9733,0.9762
0.0,36.0,1.0,2.0,Big Sky Conference,0.9901,0.9897
0.0,4.0,1.0,1.0,Big Sky Conference,0.8707,0.9128
0.0,2.0,1.0,1.0,Big Sky Conference,0.9697,0.9149
0.0,3.0,1.0,1.0,Big Sky Conference,0.88,0.9792
0.0,6.0,1.0,1.0,Big Sky Conference,0.913,0.9403
0.0,13.0,1.0,1.0,Big Sky Conference,0.9571,0.9155
0.0,14.0,1.0,1.0,Big Sky Conference,0.9123,0.9821
0.0,15.0,1.0,1.0,Big Sky Conference,0.8973,0.9792
0.0,19.0,1.0,1.0,Big Sky Conference,0.9811,0.9151
0.0,21.0,1.0,1.0,Big Sky Conference,0.9722,0.9722
0.0,25.0,1.0,1.0,Big Sky Conference,1.0,1.0
0.0,31.0,1.0,1.0,Big Sky Conference,0.9944,0.9713
0.0,32.0,1.0,1.0,Big Sky Conference,0.9441,0.9551
0.0,33.0,1.0,1.0,Big Sky Conference,0.9683,0.9524
0.0,34.0,1.0,1.0,Big Sky Conference,0.9432,0.9716
0.0,35.0,1.0,1.0,Big Sky Conference,0.9419,0.9709
0.0,36.0,1.0,1.0,Big Sky Conference,0.93,0.9899
1.0,1.0,1.0,3.0,Missouri Valley Conference,1.0,0.9804
1.0,2.0,1.0,3.0,Missouri Valley Conference,0.9804,0.9694
1.0,3.0,1.0,3.0,Missouri Valley Conference,0.9767,0.9535
1.0,6.0,1.0,3.0,Missouri Valley Conference,0.9706,0.9706
1.0,11.0,1.0,3.0,Missouri Valley Conference,0.9933,0.9795
1.0,15.0,1.0,3.0,Missouri Valley Conference,0.9722,0.9583
1.0,19.0,1.0,3.0,Missouri Valley Conference,1.0,0.9802
1.0,21.0,1.0,3.0,Missouri Valley Conference,0.9927,0.9927
1.0,25.0,1.0,3.0,Missouri Valley Conference,1.0,1.0
1.0,29.0,1.0,3.0,Missouri Valley Conference,1.0,0.9716
1.0,33.0,1.0,3.0,Missouri Valley Conference,1.0,1.0
1.0,34.0,1.0,3.0,Missouri Valley Conference,0.9929,0.9929
1.0,35.0,1.0,3.0,Missouri Valley Conference,0.9929,0.9929
1.0,36.0,1.0,3.0,Missouri Valley Conference,0.9895,0.979
0.0,1.0,1.0,3.0,Western Athletic Conference,0.9771,0.9008
0.0,2.0,1.0,3.0,Western Athletic Conference,0.956,0.9438
0.0,3.0,1.0,3.0,Western Athletic Conference,0.9302,0.9524
0.0,6.0,1.0,3.0,Western Athletic Conference,0.9434,0.9423
0.0,13.0,1.0,3.0,Western Athletic Conference,0.9722,0.9375
0.0,14.0,1.0,3.0,Western Athletic Conference,0.9067,0.946
0.0,15.0,1.0,3.0,Western Athletic Conference,0.92,0.9595
0.0,19.0,1.0,3.0,Western Athletic Conference,0.9394,0.9579
0.0,21.0,1.0,3.0,Western Athletic Conference,0.9184,0.9388
0.0,25.0,1.0,3.0,Western Athletic Conference,0.9811,0.9623
0.0,33.0,1.0,3.0,Western Athletic Conference,1.0,0.975
0.0,34.0,1.0,3.0,Western Athletic Conference,0.9535,0.9529
0.0,35.0,1.0,3.0,Western Athletic Conference,0.954,0.9535
0.0,36.0,1.0,3.0,Western Athletic Conference,0.961,0.9315
1.0,2.0,1.0,3.0,Big East Conference,0.9748,0.9072
1.0,3.0,1.0,3.0,Big East Conference,1.0,1.0
1.0,6.0,1.0,3.0,Big East Conference,1.0,1.0
1.0,11.0,1.0,3.0,Big East Conference,1.0,0.9784
1.0,13.0,1.0,3.0,Big East Conference,1.0,0.9849
1.0,14.0,1.0,3.0,Big East Conference,0.9524,0.9681
1.0,15.0,1.0,3.0,Big East Conference,0.9522,0.9744
1.0,19.0,1.0,3.0,Big East Conference,1.0,1.0
1.0,21.0,1.0,3.0,Big East Conference,1.0,0.9722
1.0,31.0,1.0,3.0,Big East Conference,1.0,0.9941
1.0,29.0,1.0,3.0,Big East Conference,1.0,1.0
1.0,33.0,1.0,3.0,Big East Conference,1.0,1.0
1.0,34.0,1.0,3.0,Big East Conference,0.9918,0.9778
1.0,35.0,1.0,3.0,Big East Conference,0.9915,0.9827
1.0,36.0,1.0,3.0,Big East Conference,1.0,0.9893
0.0,1.0,1.0,2.0,Ohio Valley Conference,0.9742,0.9628
0.0,4.0,1.0,2.0,Ohio Valley Conference,0.931,0.9545
0.0,2.0,1.0,2.0,Ohio Valley Conference,0.9333,0.9184
0.0,3.0,1.0,2.0,Ohio Valley Conference,0.9634,1.0
0.0,6.0,1.0,2.0,Ohio Valley Conference,0.9839,0.9836
0.0,11.0,1.0,2.0,Ohio Valley Conference,0.9732,0.9718
0.0,12.0,1.0,2.0,Ohio Valley Conference,0.9893,1.0
0.0,13.0,1.0,2.0,Ohio Valley Conference,0.9667,0.9831
0.0,14.0,1.0,2.0,Ohio Valley Conference,0.9417,0.9831
0.0,15.0,1.0,2.0,Ohio Valley Conference,0.9417,0.9831
0.0,19.0,1.0,2.0,Ohio Valley Conference,0.9825,0.9727
0.0,21.0,1.0,2.0,Ohio Valley Conference,1.0,1.0
0.0,25.0,1.0,2.0,Ohio Valley Conference,0.98,1.0
0.0,31.0,1.0,2.0,Ohio Valley Conference,0.9943,0.9824
0.0,29.0,1.0,2.0,Ohio Valley Conference,0.9865,1.0
0.0,32.0,1.0,2.0,Ohio Valley Conference,1.0,0.9884
0.0,33.0,1.0,2.0,Ohio Valley Conference,1.0,1.0
0.0,34.0,1.0,2.0,Ohio Valley Conference,0.9814,0.9926
0.0,35.0,1.0,2.0,Ohio Valley Conference,0.9813,0.9925
0.0,36.0,1.0,2.0,Ohio Valley Conference,0.9796,0.9694
0.0,1.0,1.0,3.0,Horizon League,0.9855,0.9655
0.0,2.0,1.0,3.0,Horizon League,0.97,0.9082
0.0,3.0,1.0,3.0,Horizon League,0.9506,0.95
0.0,7.0,1.0,3.0,Horizon League,0.9118,0.9706
0.0,11.0,1.0,3.0,Horizon League,0.9856,0.9783
0.0,12.0,1.0,3.0,Horizon League,0.9371,0.9748
0.0,13.0,1.0,3.0,Horizon League,0.9259,0.9811
0.0,14.0,1.0,3.0,Horizon League,0.9381,0.9271
0.0,15.0,1.0,3.0,Horizon League,0.9381,0.9271
0.0,19.0,1.0,3.0,Horizon League,0.9612,0.9418
0.0,21.0,1.0,3.0,Horizon League,0.9667,1.0
0.0,25.0,1.0,3.0,Horizon League,0.9512,1.0
0.0,26.0,1.0,3.0,Horizon League,1.0,1.0
0.0,31.0,1.0,3.0,Horizon League,1.0,1.0
0.0,29.0,1.0,3.0,Horizon League,0.9847,0.9845
0.0,32.0,1.0,3.0,Horizon League,0.993,1.0
0.0,33.0,1.0,3.0,Horizon League,0.9841,0.9524
0.0,34.0,1.0,3.0,Horizon League,0.9863,1.0
0.0,35.0,1.0,3.0,Horizon League,0.9863,1.0
0.0,36.0,1.0,3.0,Horizon League,0.9891,0.9891
0.0,1.0,1.0,1.0,Big Ten Conference,1.0,1.0
0.0,4.0,1.0,1.0,Big Ten Conference,0.972,0.9716
0.0,2.0,1.0,1.0,Big Ten Conference,0.9897,0.956
0.0,3.0,1.0,1.0,Big Ten Conference,0.9859,0.9714
0.0,6.0,1.0,1.0,Big Ten Conference,1.0,1.0
0.0,7.0,1.0,1.0,Big Ten Conference,0.9877,0.9753
0.0,13.0,1.0,1.0,Big Ten Conference,0.9855,0.9702
0.0,14.0,1.0,1.0,Big Ten Conference,0.9651,0.9735
0.0,15.0,1.0,1.0,Big Ten Conference,0.9686,0.9818
0.0,18.0,1.0,1.0,Big Ten Conference,0.9722,0.9724
0.0,19.0,1.0,1.0,Big Ten Conference,0.9717,0.9806
0.0,21.0,1.0,1.0,Big Ten Conference,0.9937,0.9936
0.0,25.0,1.0,1.0,Big Ten Conference,1.0,1.0
0.0,26.0,1.0,1.0,Big Ten Conference,1.0,0.9897
0.0,31.0,1.0,1.0,Big Ten Conference,1.0,0.9876
0.0,29.0,1.0,1.0,Big Ten Conference,0.9846,0.9921
0.0,32.0,1.0,1.0,Big Ten Conference,0.9783,0.9964
0.0,33.0,1.0,1.0,Big Ten Conference,1.0,1.0
0.0,34.0,1.0,1.0,Big Ten Conference,0.982,0.9863
0.0,35.0,1.0,1.0,Big Ten Conference,0.982,0.9863
0.0,36.0,1.0,1.0,Big Ten Conference,1.0,1.0
0.0,1.0,1.0,2.0,Missouri Valley Conference,0.9539,0.9479
0.0,4.0,1.0,2.0,Missouri Valley Conference,0.9619,0.9647
0.0,2.0,1.0,2.0,Missouri Valley Conference,0.9612,0.9175
0.0,3.0,1.0,2.0,Missouri Valley Conference,0.9714,0.9429
0.0,6.0,1.0,2.0,Missouri Valley Conference,1.0,1.0
0.0,13.0,1.0,2.0,Missouri Valley Conference,1.0,0.9661
0.0,14.0,1.0,2.0,Missouri Valley Conference,0.9592,0.9754
0.0,15.0,1.0,2.0,Missouri Valley Conference,0.9697,0.9826
0.0,19.0,1.0,2.0,Missouri Valley Conference,1.0,0.9912
0.0,21.0,1.0,2.0,Missouri Valley Conference,0.9898,0.9895
0.0,25.0,1.0,2.0,Missouri Valley Conference,0.9855,1.0
0.0,26.0,1.0,2.0,Missouri Valley Conference,0.9815,1.0
0.0,31.0,1.0,2.0,Missouri Valley Conference,0.984,0.9838
0.0,29.0,1.0,2.0,Missouri Valley Conference,1.0,0.9809
0.0,32.0,1.0,2.0,Missouri Valley Conference,0.9839,0.996
0.0,33.0,1.0,2.0,Missouri Valley Conference,1.0,0.9841
0.0,34.0,1.0,2.0,Missouri Valley Conference,0.9816,0.9811
0.0,35.0,1.0,2.0,Missouri Valley Conference,0.9884,0.9881
0.0,36.0,1.0,2.0,Missouri Valley Conference,0.973,1.0
1.0,2.0,1.0,3.0,Missouri Valley Conference,0.9796,0.9239
1.0,3.0,1.0,3.0,Missouri Valley Conference,1.0,1.0
1.0,6.0,1.0,3.0,Missouri Valley Conference,0.9867,0.9865
1.0,11.0,1.0,3.0,Missouri Valley Conference,0.9934,0.9732
1.0,14.0,1.0,3.0,Missouri Valley Conference,1.0,1.0
1.0,15.0,1.0,3.0,Missouri Valley Conference,1.0,1.0
1.0,16.0,1.0,3.0,Missouri Valley Conference,1.0,1.0
1.0,19.0,1.0,3.0,Missouri Valley Conference,1.0,1.0
1.0,21.0,1.0,3.0,Missouri Valley Conference,1.0,1.0
1.0,25.0,1.0,3.0,Missouri Valley Conference,1.0,1.0
1.0,31.0,1.0,3.0,Missouri Valley Conference,1.0,0.9893
1.0,29.0,1.0,3.0,Missouri Valley Conference,1.0,1.0
1.0,34.0,1.0,3.0,Missouri Valley Conference,1.0,1.0
1.0,35.0,1.0,3.0,Missouri Valley Conference,1.0,1.0
1.0,36.0,1.0,3.0,Missouri Valley Conference,1.0,1.0
0.0,1.0,1.0,1.0,Mid-American Conference,0.9951,0.9552
0.0,4.0,1.0,1.0,Mid-American Conference,0.9714,0.9604
0.0,2.0,1.0,1.0,Mid-American Conference,0.9519,0.9029
0.0,6.0,1.0,1.0,Mid-American Conference,1.0,0.9872
0.0,11.0,1.0,1.0,Mid-American Conference,0.9592,0.9362
0.0,13.0,1.0,1.0,Mid-American Conference,1.0,1.0
0.0,18.0,1.0,1.0,Mid-American Conference,0.9364,0.9399
0.0,19.0,1.0,1.0,Mid-American Conference,0.991,0.9811
0.0,21.0,1.0,1.0,Mid-American Conference,1.0,0.9889
0.0,25.0,1.0,1.0,Mid-American Conference,1.0,0.9733
0.0,26.0,1.0,1.0,Mid-American Conference,1.0,1.0
0.0,31.0,1.0,1.0,Mid-American Conference,0.995,0.9848
0.0,29.0,1.0,1.0,Mid-American Conference,0.973,0.931
0.0,33.0,1.0,1.0,Mid-American Conference,0.9846,0.9692
0.0,34.0,1.0,1.0,Mid-American Conference,0.9776,0.9821
0.0,35.0,1.0,1.0,Mid-American Conference,0.9779,0.9867
0.0,36.0,1.0,1.0,Mid-American Conference,1.0,0.9806
1.0,1.0,1.0,1.0,Big Ten Conference,1.0,1.0
1.0,4.0,1.0,1.0,Big Ten Conference,0.9963,0.9881
1.0,2.0,1.0,1.0,Big Ten Conference,0.9793,0.9683
1.0,6.0,1.0,1.0,Big Ten Conference,1.0,1.0
1.0,11.0,1.0,1.0,Big Ten Conference,0.9943,0.9943
1.0,12.0,1.0,1.0,Big Ten Conference,0.9931,1.0
1.0,13.0,1.0,1.0,Big Ten Conference,1.0,1.0
1.0,18.0,1.0,1.0,Big Ten Conference,1.0,1.0
1.0,19.0,1.0,1.0,Big Ten Conference,1.0,0.991
1.0,21.0,1.0,1.0,Big Ten Conference,1.0,1.0
1.0,23.0,1.0,1.0,Big Ten Conference,1.0,0.9871
1.0,24.0,1.0,1.0,Big Ten Conference,0.9925,1.0
1.0,25.0,1.0,1.0,Big Ten Conference,1.0,1.0
1.0,28.0,1.0,1.0,Big Ten Conference,1.0,0.9955
1.0,31.0,1.0,1.0,Big Ten Conference,1.0,1.0
1.0,29.0,1.0,1.0,Big Ten Conference,1.0,1.0
1.0,32.0,1.0,1.0,Big Ten Conference,1.0,1.0
1.0,33.0,1.0,1.0,Big Ten Conference,1.0,1.0
1.0,36.0,1.0,1.0,Big Ten Conference,1.0,1.0
0.0,1.0,1.0,2.0,Missouri Valley Conference,0.9772,0.9671
0.0,4.0,1.0,2.0,Missouri Valley Conference,0.9385,0.9411
0.0,2.0,1.0,2.0,Missouri Valley Conference,0.9444,0.9109
0.0,3.0,1.0,2.0,Missouri Valley Conference,0.9759,1.0
0.0,6.0,1.0,2.0,Missouri Valley Conference,0.9583,0.9722
0.0,12.0,1.0,2.0,Missouri Valley Conference,0.9784,0.964
0.0,13.0,1.0,2.0,Missouri Valley Conference,0.9718,0.9571
0.0,14.0,1.0,2.0,Missouri Valley Conference,0.9689,0.9866
0.0,15.0,1.0,2.0,Missouri Valley Conference,0.973,0.9865
0.0,19.0,1.0,2.0,Missouri Valley Conference,0.9813,0.932
0.0,21.0,1.0,2.0,Missouri Valley Conference,0.956,0.967
0.0,25.0,1.0,2.0,Missouri Valley Conference,1.0,0.9702
0.0,29.0,1.0,2.0,Missouri Valley Conference,1.0,1.0
0.0,32.0,1.0,2.0,Missouri Valley Conference,0.9718,0.983
0.0,33.0,1.0,2.0,Missouri Valley Conference,1.0,0.9841
0.0,34.0,1.0,2.0,Missouri Valley Conference,0.9797,0.9793
0.0,35.0,1.0,2.0,Missouri Valley Conference,0.9837,0.9835
0.0,36.0,1.0,2.0,Missouri Valley Conference,0.9904,0.9903
0.0,1.0,1.0,3.0,Ohio Valley Conference,0.9954,0.9813
0.0,2.0,1.0,3.0,Ohio Valley Conference,0.9412,0.9505
0.0,3.0,1.0,3.0,Ohio Valley Conference,1.0,1.0
0.0,6.0,1.0,3.0,Ohio Valley Conference,1.0,0.9825
0.0,11.0,1.0,3.0,Ohio Valley Conference,0.9709,0.9639
0.0,13.0,1.0,3.0,Ohio Valley Conference,0.9846,1.0
0.0,14.0,1.0,3.0,Ohio Valley Conference,0.9929,0.9928
0.0,15.0,1.0,3.0,Ohio Valley Conference,0.9927,0.9926
0.0,18.0,1.0,3.0,Ohio Valley Conference,0.9864,0.9932
0.0,19.0,1.0,3.0,Ohio Valley Conference,1.0,0.9902
0.0,21.0,1.0,3.0,Ohio Valley Conference,0.9828,1.0
0.0,25.0,1.0,3.0,Ohio Valley Conference,1.0,0.9839
0.0,31.0,1.0,3.0,Ohio Valley Conference,0.9942,0.9708
0.0,29.0,1.0,3.0,Ohio Valley Conference,1.0,0.9861
0.0,33.0,1.0,3.0,Ohio Valley Conference,1.0,1.0
0.0,34.0,1.0,3.0,Ohio Valley Conference,0.9863,0.9862
0.0,35.0,1.0,3.0,Ohio Valley Conference,0.986,0.9859
0.0,36.0,1.0,3.0,Ohio Valley Conference,0.9894,0.957
0.0,1.0,1.0,2.0,The Summit League,0.9595,0.9266
0.0,4.0,1.0,2.0,The Summit League,0.9396,0.9373
0.0,2.0,1.0,2.0,The Summit League,0.9893,0.8764
0.0,3.0,1.0,2.0,The Summit League,1.0,1.0
0.0,6.0,1.0,2.0,The Summit League,0.9709,0.9804
0.0,11.0,1.0,2.0,The Summit League,0.9728,0.9609
0.0,12.0,1.0,2.0,The Summit League,0.9575,0.957
0.0,13.0,1.0,2.0,The Summit League,0.9474,0.9818
0.0,14.0,1.0,2.0,The Summit League,0.9455,0.97
0.0,15.0,1.0,2.0,The Summit League,0.9643,0.9742
0.0,19.0,1.0,2.0,The Summit League,1.0,0.9823
0.0,21.0,1.0,2.0,The Summit League,1.0,1.0
0.0,25.0,1.0,2.0,The Summit League,1.0,1.0
0.0,31.0,1.0,2.0,The Summit League,0.9816,0.9859
0.0,29.0,1.0,2.0,The Summit League,0.9801,0.9933
0.0,32.0,1.0,2.0,The Summit League,0.9753,0.9383
0.0,33.0,1.0,2.0,The Summit League,0.9677,0.931
0.0,34.0,1.0,2.0,The Summit League,0.9849,0.9846
0.0,35.0,1.0,2.0,The Summit League,0.9851,0.9848
0.0,36.0,1.0,2.0,The Summit League,1.0,0.9896
0.0,1.0,1.0,1.0,Mid-American Conference,0.9697,0.9588
0.0,4.0,1.0,1.0,Mid-American Conference,0.9584,0.9536
0.0,2.0,1.0,1.0,Mid-American Conference,0.9697,0.9263
0.0,6.0,1.0,1.0,Mid-American Conference,1.0,0.975
0.0,12.0,1.0,1.0,Mid-American Conference,0.987,1.0
0.0,13.0,1.0,1.0,Mid-American Conference,0.9722,0.9718
0.0,16.0,1.0,1.0,Mid-American Conference,0.9826,1.0
0.0,19.0,1.0,1.0,Mid-American Conference,0.9626,0.9717
0.0,21.0,1.0,1.0,Mid-American Conference,1.0,0.9846
0.0,24.0,1.0,1.0,Mid-American Conference,0.9851,0.9697
0.0,25.0,1.0,1.0,Mid-American Conference,1.0,1.0
0.0,26.0,1.0,1.0,Mid-American Conference,0.9895,0.9787
0.0,31.0,1.0,1.0,Mid-American Conference,0.9853,0.975
0.0,29.0,1.0,1.0,Mid-American Conference,0.987,0.9675
0.0,32.0,1.0,1.0,Mid-American Conference,0.9855,0.9902
0.0,33.0,1.0,1.0,Mid-American Conference,0.9851,1.0
0.0,34.0,1.0,1.0,Mid-American Conference,0.9613,0.9834
0.0,35.0,1.0,1.0,Mid-American Conference,0.9613,0.9834
0.0,36.0,1.0,1.0,Mid-American Conference,1.0,0.9897
1.0,1.0,1.0,2.0,Big East Conference,0.9896,0.9683
1.0,4.0,1.0,2.0,Big East Conference,0.9829,0.9747
1.0,2.0,1.0,2.0,Big East Conference,0.9899,0.9575
1.0,3.0,1.0,2.0,Big East Conference,0.9697,0.9846
1.0,6.0,1.0,2.0,Big East Conference,1.0,1.0
1.0,11.0,1.0,2.0,Big East Conference,0.9874,0.9739
1.0,13.0,1.0,2.0,Big East Conference,0.9818,0.9818
1.0,14.0,1.0,2.0,Big East Conference,0.9849,0.9846
1.0,15.0,1.0,2.0,Big East Conference,0.9706,0.9851
1.0,19.0,1.0,2.0,Big East Conference,0.9813,0.9694
1.0,21.0,1.0,2.0,Big East Conference,1.0,1.0
1.0,25.0,1.0,2.0,Big East Conference,1.0,1.0
1.0,31.0,1.0,2.0,Big East Conference,0.9925,0.9925
1.0,29.0,1.0,2.0,Big East Conference,0.9925,0.985
1.0,32.0,1.0,2.0,Big East Conference,1.0,0.9796
1.0,33.0,1.0,2.0,Big East Conference,1.0,1.0
1.0,34.0,1.0,2.0,Big East Conference,1.0,1.0
1.0,35.0,1.0,2.0,Big East Conference,1.0,1.0
1.0,36.0,1.0,2.0,Big East Conference,0.9785,0.956
1.0,1.0,1.0,3.0,Missouri Valley Conference,0.9893,0.9565
1.0,2.0,1.0,3.0,Missouri Valley Conference,1.0,0.9688
1.0,3.0,1.0,3.0,Missouri Valley Conference,0.9615,0.9615
1.0,6.0,1.0,3.0,Missouri Valley Conference,1.0,0.9808
1.0,11.0,1.0,3.0,Missouri Valley Conference,0.979,0.9708
1.0,12.0,1.0,3.0,Missouri Valley Conference,0.9919,0.9919
1.0,19.0,1.0,3.0,Missouri Valley Conference,0.9901,0.9583
1.0,21.0,1.0,3.0,Missouri Valley Conference,1.0,1.0
1.0,25.0,1.0,3.0,Missouri Valley Conference,1.0,1.0
1.0,31.0,1.0,3.0,Missouri Valley Conference,0.9931,0.9575
1.0,29.0,1.0,3.0,Missouri Valley Conference,1.0,0.9672
1.0,32.0,1.0,3.0,Missouri Valley Conference,1.0,1.0
1.0,33.0,1.0,3.0,Missouri Valley Conference,1.0,1.0
1.0,36.0,1.0,3.0,Missouri Valley Conference,0.9885,0.9767
0.0,1.0,1.0,3.0,The Summit League,0.9397,0.934
0.0,2.0,1.0,3.0,The Summit League,0.9429,0.9608
0.0,3.0,1.0,3.0,The Summit League,0.9206,0.9677
0.0,6.0,1.0,3.0,The Summit League,0.9412,0.9539
0.0,11.0,1.0,3.0,The Summit League,0.9207,0.9313
0.0,13.0,1.0,3.0,The Summit League,0.9844,0.9677
0.0,16.0,1.0,3.0,The Summit League,0.9615,0.9744
0.0,19.0,1.0,3.0,The Summit League,0.9623,0.9608
0.0,21.0,1.0,3.0,The Summit League,0.977,0.9762
0.0,25.0,1.0,3.0,The Summit League,1.0,1.0
0.0,31.0,1.0,3.0,The Summit League,0.983,0.9643
0.0,29.0,1.0,3.0,The Summit League,0.9837,0.9655
0.0,33.0,1.0,3.0,The Summit League,1.0,0.9636
0.0,34.0,1.0,3.0,The Summit League,0.9756,0.981
0.0,35.0,1.0,3.0,The Summit League,0.9756,0.981
0.0,36.0,1.0,3.0,The Summit League,0.9468,0.9355
0.0,2.0,1.0,3.0,The Summit League,0.9706,0.9406
0.0,3.0,1.0,3.0,The Summit League,0.99,0.9898
0.0,6.0,1.0,3.0,The Summit League,0.9875,0.9873
0.0,11.0,1.0,3.0,The Summit League,0.9803,0.9589
0.0,12.0,1.0,3.0,The Summit League,0.928,0.9355
0.0,13.0,1.0,3.0,The Summit League,0.9878,0.9873
0.0,14.0,1.0,3.0,The Summit League,0.9688,1.0
0.0,15.0,1.0,3.0,The Summit League,0.9868,1.0
0.0,19.0,1.0,3.0,The Summit League,0.9907,0.9808
0.0,21.0,1.0,3.0,The Summit League,0.977,0.9765
0.0,25.0,1.0,3.0,The Summit League,0.9444,0.9861
0.0,31.0,1.0,3.0,The Summit League,1.0,1.0
0.0,29.0,1.0,3.0,The Summit League,1.0,0.9546
0.0,32.0,1.0,3.0,The Summit League,0.9624,0.9466
0.0,33.0,1.0,3.0,The Summit League,0.9815,0.9811
0.0,34.0,1.0,3.0,The Summit League,1.0,1.0
0.0,35.0,1.0,3.0,The Summit League,0.9718,0.971
0.0,36.0,1.0,3.0,The Summit League,1.0,0.9893
0.0,1.0,1.0,2.0,Missouri Valley Conference,0.9906,0.9604
0.0,4.0,1.0,2.0,Missouri Valley Conference,0.9387,0.9457
0.0,2.0,1.0,2.0,Missouri Valley Conference,0.9717,0.9429
0.0,3.0,1.0,2.0,Missouri Valley Conference,0.9833,0.9833
0.0,14.0,1.0,2.0,Missouri Valley Conference,0.9366,0.9552
0.0,15.0,1.0,2.0,Missouri Valley Conference,0.9515,0.9551
0.0,19.0,1.0,2.0,Missouri Valley Conference,0.9806,0.9583
0.0,21.0,1.0,2.0,Missouri Valley Conference,1.0,0.9843
0.0,25.0,1.0,2.0,Missouri Valley Conference,0.9865,0.9865
0.0,31.0,1.0,2.0,Missouri Valley Conference,0.9912,0.9595
0.0,29.0,1.0,2.0,Missouri Valley Conference,0.965,0.9784
0.0,34.0,1.0,2.0,Missouri Valley Conference,0.9783,0.9783
0.0,35.0,1.0,2.0,Missouri Valley Conference,0.9822,0.9893
0.0,36.0,1.0,2.0,Missouri Valley Conference,0.9885,0.9762
0.0,1.0,1.0,1.0,Big Ten Conference,0.9945,0.948
0.0,4.0,1.0,1.0,Big Ten Conference,0.9773,0.9648
0.0,2.0,1.0,1.0,Big Ten Conference,1.0,0.9895
0.0,3.0,1.0,1.0,Big Ten Conference,1.0,1.0
0.0,6.0,1.0,1.0,Big Ten Conference,1.0,1.0
0.0,11.0,1.0,1.0,Big Ten Conference,1.0,0.9868
0.0,12.0,1.0,1.0,Big Ten Conference,0.986,0.972
0.0,13.0,1.0,1.0,Big Ten Conference,1.0,0.9355
0.0,14.0,1.0,1.0,Big Ten Conference,0.995,0.975
0.0,15.0,1.0,1.0,Big Ten Conference,1.0,0.9797
0.0,18.0,1.0,1.0,Big Ten Conference,0.9536,0.9533
0.0,19.0,1.0,1.0,Big Ten Conference,0.9907,0.9623
0.0,21.0,1.0,1.0,Big Ten Conference,0.9821,0.9911
0.0,24.0,1.0,1.0,Big Ten Conference,0.9936,0.9807
0.0,25.0,1.0,1.0,Big Ten Conference,1.0,0.9714
0.0,22.0,1.0,1.0,Big Ten Conference,0.9913,0.9694
0.0,31.0,1.0,1.0,Big Ten Conference,1.0,0.9915
0.0,29.0,1.0,1.0,Big Ten Conference,1.0,0.9933
0.0,32.0,1.0,1.0,Big Ten Conference,0.9941,0.9815
0.0,33.0,1.0,1.0,Big Ten Conference,1.0,1.0
